,id,gloss,stem,actual_phonology,model_phonology,type,language,num_morphemes,num_tokens,utterance_order,corpus_name,part_of_speech,speaker_code,speaker_name,speaker_role,target_child_name,target_child_age,target_child_sex,media_start,media_end,media_unit,collection_name,collection_id,corpus_id,speaker_id,target_child_id,transcript_id
9349,17253599,quilt,,,,declarative,eng,-2147483648,1,27,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,209.213,210.279,s,Eng-NA,21,330,22782,22782,43671
9350,17253600,shark,,,,declarative,eng,-2147483648,1,34,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,309.576,310.949,s,Eng-NA,21,330,22782,22782,43659
9351,17253601,deer,,,,declarative,eng,-2147483648,1,30,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,97.978,98.762,s,Eng-NA,21,330,22782,22782,43661
9352,17253602,chalkboard,,,,declarative,eng,-2147483648,1,40,PaidoEnglish,,CHI,,Target_Child,,63.0012936610608,female,187.731,188.987,s,Eng-NA,21,330,22782,22782,43652
9353,17253603,suitcase,,,,declarative,eng,-2147483648,1,31,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,229.54,231.082,s,Eng-NA,21,330,22782,22782,43663
9354,17253604,choose,,,,declarative,eng,-2147483648,1,30,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,147.8,149.413,s,Eng-NA,21,330,22782,22782,43658
9355,17253605,thinking,,,,declarative,eng,-2147483648,1,30,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,110.18,111.489,s,Eng-NA,21,330,22782,22782,43666
9356,17253606,twisted,,,,declarative,eng,-2147483648,1,33,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,89.846,90.66,s,Eng-NA,21,330,22782,22782,43660
9357,17253607,tail,,,,declarative,eng,-2147483648,1,28,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,97.098,98.224,s,Eng-NA,21,330,22782,22782,43670
9358,17253608,shoulder,,,,declarative,eng,-2147483648,1,36,PaidoEnglish,,CHI,,Target_Child,,63.0012936610608,female,235.45,236.942,s,Eng-NA,21,330,22782,22782,43656
9359,17253609,choo,,,,declarative,eng,-2147483648,1,29,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,97.703,98.352,s,Eng-NA,21,330,22782,22782,43667
9360,17253610,soccer,,,,declarative,eng,-2147483648,1,29,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,123.515,124.349,s,Eng-NA,21,330,22782,22782,43672
